,train,val,test
10,TCGA-2Y-A9H3-01Z-00-DX1.813C14D8-DBBC-43AF-9E3A-9EFC1D1AFC98.svs,TCGA-CC-A5UC-01Z-00-DX1.5844CBD9-61B4-47D3-A5D9-C283926BF710.svs,TCGA-CC-A5UC-01Z-00-DX1.5844CBD9-61B4-47D3-A5D9-C283926BF710.svs
11,TCGA-2Y-A9H4-01Z-00-DX1.897C9E71-7FD7-4229-9A95-F61AE43D0FDA.svs,TCGA-CC-A7IF-01Z-00-DX1.F5D74385-ABD3-466D-9DCD-2A762140F633.svs,TCGA-CC-A7IF-01Z-00-DX1.F5D74385-ABD3-466D-9DCD-2A762140F633.svs
12,TCGA-2Y-A9H6-01Z-00-DX1.B805A8D8-B75D-449F-8D1A-8E948ED12757.svs,TCGA-CC-A7IG-01Z-00-DX1.2C469468-4E2C-4BAC-B195-5719BB58674A.svs,TCGA-CC-A7IG-01Z-00-DX1.2C469468-4E2C-4BAC-B195-5719BB58674A.svs
13,TCGA-2Y-A9H7-01Z-00-DX1.E61F4D00-5D48-412C-A6EB-DD731C5A3ECE.svs,TCGA-CC-A7IK-01Z-00-DX1.AE013D44-A3C6-407B-A295-7E82DBB41C27.svs,TCGA-CC-A7IK-01Z-00-DX1.AE013D44-A3C6-407B-A295-7E82DBB41C27.svs
14,TCGA-2Y-A9H8-01Z-00-DX1.1993AB53-D47B-4E15-BC97-B9E4B1F40A80.svs,TCGA-CC-A8HT-01Z-00-DX1.F286B878-F5F9-4D02-B626-28C3BE8B20A0.svs,TCGA-CC-A8HT-01Z-00-DX1.F286B878-F5F9-4D02-B626-28C3BE8B20A0.svs
15,TCGA-2Y-A9H9-01Z-00-DX1.4C1CCB4D-6011-4275-B562-28BFFA5F0C7F.svs,TCGA-CC-A9FS-01Z-00-DX1.DBE01DEE-CEF0-4224-BB06-DDD687000770.svs,TCGA-CC-A9FS-01Z-00-DX1.DBE01DEE-CEF0-4224-BB06-DDD687000770.svs
16,TCGA-2Y-A9HA-01Z-00-DX1.207BE113-34E5-4C03-BE26-96E6CFDA9D9B.svs,TCGA-CC-A9FW-01Z-00-DX1.79859B4E-01AB-4499-B27F-80EF4B8321FA.svs,TCGA-CC-A9FW-01Z-00-DX1.79859B4E-01AB-4499-B27F-80EF4B8321FA.svs
17,TCGA-2Y-A9HB-01Z-00-DX1.ECF68E86-4D45-4545-A1D2-184D5ED38C3C.svs,TCGA-DD-A113-01Z-00-DX1.026FB7DE-F04F-4839-9A44-170B806E3415.svs,TCGA-DD-A113-01Z-00-DX1.026FB7DE-F04F-4839-9A44-170B806E3415.svs
18,TCGA-5C-A9VG-01Z-00-DX1.BB05C938-5C51-4A15-925C-54C4FE0C6280.svs,TCGA-DD-A1EC-01Z-00-DX1.3F1B660A-0AD8-4EC9-8830-3BDF86677315.svs,TCGA-DD-A1EC-01Z-00-DX1.3F1B660A-0AD8-4EC9-8830-3BDF86677315.svs
19,TCGA-5C-A9VH-01Z-00-DX1.18769042-494B-4C71-9CF9-6A787844A5AA.svs,TCGA-DD-A1EH-01Z-00-DX1.C5B4987E-D0B6-4E50-B3FE-4CF82BFB6353.svs,TCGA-DD-A1EH-01Z-00-DX1.C5B4987E-D0B6-4E50-B3FE-4CF82BFB6353.svs
20,TCGA-5R-AA1C-01Z-00-DX1.DC038B55-4002-406D-B9DD-2A4BFDB03A61.svs,TCGA-DD-A39V-01Z-00-DX1.9988FD7A-099D-4DCA-8CDC-7303E7382D6C.svs,TCGA-DD-A39V-01Z-00-DX1.9988FD7A-099D-4DCA-8CDC-7303E7382D6C.svs
21,TCGA-5R-AAAM-01Z-00-DX1.827D5EA8-7603-4F83-B6C1-32DC9F56D7B8.svs,TCGA-DD-A4NB-01Z-00-DX1.BCF76D83-2ECB-4D9C-82C7-EE86B872F80C.svs,TCGA-DD-A4NB-01Z-00-DX1.BCF76D83-2ECB-4D9C-82C7-EE86B872F80C.svs
22,TCGA-BC-4072-01Z-00-DX1.8D27B669-CD01-4018-828E-1B87AA1649B5.svs,TCGA-DD-A4NF-01Z-00-DX1.A876C169-BA5A-4ACF-A6F1-5B0558CE0392.svs,TCGA-DD-A4NF-01Z-00-DX1.A876C169-BA5A-4ACF-A6F1-5B0558CE0392.svs
23,TCGA-BC-4073-01Z-00-DX1.2719E599-CE6A-41B9-8134-FA09FE58F94D.svs,TCGA-DD-A73A-01Z-00-DX2.670C0246-966D-46A9-8E14-7050FFE87031.svs,TCGA-DD-A73A-01Z-00-DX2.670C0246-966D-46A9-8E14-7050FFE87031.svs
24,TCGA-BC-A10X-01A-01-MS1.736ef683-adc2-4ffe-9370-5c5ba18fb747.svs,TCGA-DD-AAC8-01Z-00-DX1.9B06A570-EE68-494D-8798-8375AB92F895.svs,TCGA-DD-AAC8-01Z-00-DX1.9B06A570-EE68-494D-8798-8375AB92F895.svs
25,TCGA-BC-A10X-01Z-00-DX1.5F143963-21D2-4067-ABEB-08B2AC02EEB3.svs,TCGA-DD-AACA-01Z-00-DX1.ED6D4169-2474-422F-A36B-6A5EC1D5AD1A.svs,TCGA-DD-AACA-01Z-00-DX1.ED6D4169-2474-422F-A36B-6A5EC1D5AD1A.svs
26,TCGA-BC-A10Z-01Z-00-DX1.4AB6A0FC-31FD-4399-B58B-EAB6953AFBFE.svs,TCGA-DD-AACD-01Z-00-DX1.1EA42A70-D453-4F92-AD7A-E2462696C985.svs,TCGA-DD-AACD-01Z-00-DX1.1EA42A70-D453-4F92-AD7A-E2462696C985.svs
27,TCGA-BC-A216-01Z-00-DX1.6B5FFDF4-3E96-4B6A-8E1E-F4567CA04FCE.svs,TCGA-DD-AACH-01Z-00-DX1.55784A4D-D313-4E1D-8BB4-C149361B8108.svs,TCGA-DD-AACH-01Z-00-DX1.55784A4D-D313-4E1D-8BB4-C149361B8108.svs
28,TCGA-BC-A217-01Z-00-DX1.E15D9B32-F809-40D8-846B-2334447B80C0.svs,TCGA-DD-AACQ-01Z-00-DX1.4C609D72-77F6-416E-AC21-40FD85E83D7A.svs,TCGA-DD-AACQ-01Z-00-DX1.4C609D72-77F6-416E-AC21-40FD85E83D7A.svs
29,TCGA-BC-A3KF-01Z-00-DX1.F3B071B2-8C62-4867-8F60-6E207BE1EDF4.svs,TCGA-DD-AACT-01Z-00-DX1.F9E5C035-69A2-475C-861B-6C810D9BBCE3.svs,TCGA-DD-AACT-01Z-00-DX1.F9E5C035-69A2-475C-861B-6C810D9BBCE3.svs
30,TCGA-BC-A3KG-01Z-00-DX1.FC63E3C7-C7AF-45F0-8DD4-7968B8425C09.svs,TCGA-DD-AACU-01Z-00-DX1.6E322E50-8576-4D09-9480-1D2880317178.svs,TCGA-DD-AACU-01Z-00-DX1.6E322E50-8576-4D09-9480-1D2880317178.svs
31,TCGA-BC-A69H-01Z-00-DX1.22CA7EA4-B8EC-444C-90AA-33095CC53585.svs,TCGA-DD-AAD1-01Z-00-DX1.819657B9-773A-4E85-9D8B-C9EB580FAD87.svs,TCGA-DD-AAD1-01Z-00-DX1.819657B9-773A-4E85-9D8B-C9EB580FAD87.svs
32,TCGA-BC-A69I-01Z-00-DX1.D1DBD156-D562-40AB-B5BC-DCBD7A2F9A82.svs,TCGA-DD-AAD6-01Z-00-DX1.FC66F738-8A41-473A-91A2-3C541294E934.svs,TCGA-DD-AAD6-01Z-00-DX1.FC66F738-8A41-473A-91A2-3C541294E934.svs
33,TCGA-BC-A8YO-01Z-00-DX1.F5E0326A-43A6-4DCC-A331-335740E30D19.svs,TCGA-DD-AADA-01Z-00-DX1.9008B43F-5955-44BB-9CDE-0294750C6F09.svs,TCGA-DD-AADA-01Z-00-DX1.9008B43F-5955-44BB-9CDE-0294750C6F09.svs
34,TCGA-BW-A5NO-01Z-00-DX1.55133D96-C98B-4E7F-9DC0-8761031C7C93.svs,TCGA-DD-AADC-01Z-00-DX1.6ABF7688-3709-4196-8AC4-9143E29CEBB8.svs,TCGA-DD-AADC-01Z-00-DX1.6ABF7688-3709-4196-8AC4-9143E29CEBB8.svs
35,TCGA-BW-A5NP-01Z-00-DX1.904A8D68-1AF5-4E99-A420-5D6E951ABB9D.svs,TCGA-DD-AADK-01Z-00-DX1.85C2C328-8124-443A-A869-FEBA46EC6A20.svs,TCGA-DD-AADK-01Z-00-DX1.85C2C328-8124-443A-A869-FEBA46EC6A20.svs
36,TCGA-CC-5258-01Z-00-DX1.5183124B-973C-4583-B9E0-FB7015E2DC1B.svs,TCGA-DD-AADL-01Z-00-DX1.D688D1A6-418A-41A4-83A8-FDA0CAC26F7E.svs,TCGA-DD-AADL-01Z-00-DX1.D688D1A6-418A-41A4-83A8-FDA0CAC26F7E.svs
37,TCGA-CC-5259-01Z-00-DX1.D18B2F62-0CC0-4665-90E3-7DB6817F2FF8.svs,TCGA-DD-AADU-01Z-00-DX1.8DF049B2-F949-46CB-ADD4-FA43C7949254.svs,TCGA-DD-AADU-01Z-00-DX1.8DF049B2-F949-46CB-ADD4-FA43C7949254.svs
38,TCGA-CC-5260-01Z-00-DX1.48FDF3FB-5ABA-4456-84D7-564C94ACDD85.svs,TCGA-DD-AAEE-01Z-00-DX1.7DB85E16-D3BE-4519-9B84-AA6C18172F96.svs,TCGA-DD-AAEE-01Z-00-DX1.7DB85E16-D3BE-4519-9B84-AA6C18172F96.svs
39,TCGA-CC-5261-01Z-00-DX1.475D05D8-FC25-4B9F-B601-6AD5208FE8EE.svs,TCGA-DD-AAEH-01Z-00-DX1.588C7665-65A3-43CF-B6AF-C78134667F81.svs,TCGA-DD-AAEH-01Z-00-DX1.588C7665-65A3-43CF-B6AF-C78134667F81.svs
40,TCGA-CC-5262-01Z-00-DX1.B750BE18-3C41-4355-A8CE-20FCEB1CB2C9.svs,TCGA-DD-AAVS-01Z-00-DX1.F0E46BAD-903A-4325-B761-BBD9BAA85815.svs,TCGA-DD-AAVS-01Z-00-DX1.F0E46BAD-903A-4325-B761-BBD9BAA85815.svs
41,TCGA-CC-5264-01Z-00-DX1.11E7D28A-D9CD-4CDF-898C-7CA6C6940A4A.svs,TCGA-DD-AAVU-01Z-00-DX1.304704A9-9D90-4FD7-92A1-6361114D71C4.svs,TCGA-DD-AAVU-01Z-00-DX1.304704A9-9D90-4FD7-92A1-6361114D71C4.svs
42,TCGA-CC-A123-01Z-00-DX1.61EEFACB-9576-414C-AC21-20CBC6DC1D05.svs,TCGA-ED-A4XI-01Z-00-DX1.8D26B3DB-1FBC-4FF2-B3F2-65D2655A6F60.svs,TCGA-ED-A4XI-01Z-00-DX1.8D26B3DB-1FBC-4FF2-B3F2-65D2655A6F60.svs
43,TCGA-CC-A3M9-01Z-00-DX1.64A68473-D774-44E0-9569-BD3FECAC6C19.svs,TCGA-ED-A7PZ-01Z-00-DX1.CD9C0D80-4E6C-40EF-BF56-54BD7EFDBDC1.svs,TCGA-ED-A7PZ-01Z-00-DX1.CD9C0D80-4E6C-40EF-BF56-54BD7EFDBDC1.svs
44,TCGA-CC-A3MA-01Z-00-DX1.96F9CA78-2690-4FAF-859A-D3D9CCBA98F1.svs,TCGA-EP-A3JL-01Z-00-DX1.E53B8DA5-DD45-43FA-981F-4B793D4EDD33.svs,TCGA-EP-A3JL-01Z-00-DX1.E53B8DA5-DD45-43FA-981F-4B793D4EDD33.svs
45,TCGA-CC-A3MC-01Z-00-DX1.680CCC54-8159-42A9-8B66-FEC9228EB8BC.svs,TCGA-FV-A23B-01Z-00-DX1.695CFE2D-10E2-4909-8837-454CF20C9B3F.svs,TCGA-FV-A23B-01Z-00-DX1.695CFE2D-10E2-4909-8837-454CF20C9B3F.svs
46,TCGA-CC-A5UD-01Z-00-DX1.1FB4C5D0-BAC8-45E2-81A9-DA54B2A59136.svs,TCGA-FV-A2QR-01Z-00-DX1.2A2C52AC-8A5F-4E8E-95FE-C653D424FC21.svs,TCGA-FV-A2QR-01Z-00-DX1.2A2C52AC-8A5F-4E8E-95FE-C653D424FC21.svs
47,TCGA-CC-A5UE-01Z-00-DX1.11245DF8-BDD4-435F-9329-A4F63C24EC88.svs,TCGA-FV-A3I0-01Z-00-DX1.097FA95F-471C-4CF7-AA1E-D4A9DB4F55B5.svs,TCGA-FV-A3I0-01Z-00-DX1.097FA95F-471C-4CF7-AA1E-D4A9DB4F55B5.svs
48,TCGA-CC-A7IE-01Z-00-DX1.1286E91C-EB64-4CEB-878F-436D0E70F275.svs,TCGA-FV-A4ZP-01Z-00-DX1.4B78C21C-8033-4870-82D9-5B127D3AF228.svs,TCGA-FV-A4ZP-01Z-00-DX1.4B78C21C-8033-4870-82D9-5B127D3AF228.svs
49,TCGA-CC-A7IH-01Z-00-DX1.3905C6E9-5AD8-4135-8215-9D41DFD61DFA.svs,TCGA-G3-A25S-01Z-00-DX1.52D3A6BB-A728-4651-A394-EACBEE29B106.svs,TCGA-G3-A25S-01Z-00-DX1.52D3A6BB-A728-4651-A394-EACBEE29B106.svs
50,TCGA-CC-A7II-01Z-00-DX1.CD94B00A-3B54-4B9D-98D6-6E26DC0AB2F0.svs,TCGA-G3-A25V-01Z-00-DX1.8A9025AC-513D-4BC8-B84C-36A5CB350368.svs,TCGA-G3-A25V-01Z-00-DX1.8A9025AC-513D-4BC8-B84C-36A5CB350368.svs
51,TCGA-CC-A7IJ-01Z-00-DX1.525F3A40-46CC-4455-9473-F99BFA2D3572.svs,TCGA-G3-A25Y-01Z-00-DX1.C6BF2202-9030-4460-B0F5-E846C8A44C1E.svs,TCGA-G3-A25Y-01Z-00-DX1.C6BF2202-9030-4460-B0F5-E846C8A44C1E.svs
52,TCGA-CC-A7IL-01Z-00-DX1.73B59FCC-40C9-40F4-AC8A-EBBEB5884757.svs,TCGA-G3-A3CI-01Z-00-DX1.64A4D1B3-70C7-4E41-9096-20F6FE9C656C.svs,TCGA-G3-A3CI-01Z-00-DX1.64A4D1B3-70C7-4E41-9096-20F6FE9C656C.svs
53,TCGA-CC-A8HU-01Z-00-DX1.6B01A0BF-8E53-4783-AA97-5A2AB2C0C52C.svs,TCGA-G3-A3CJ-01Z-00-DX1.80279A8A-38D9-4B23-8A83-E32D8C4FC6EA.svs,TCGA-G3-A3CJ-01Z-00-DX1.80279A8A-38D9-4B23-8A83-E32D8C4FC6EA.svs
54,TCGA-CC-A8HV-01Z-00-DX1.28E50E5D-B742-4FFC-A52F-900F907FBADA.svs,TCGA-G3-A7M8-01Z-00-DX1.5FCC342D-BCBF-4901-85AB-FDF384EDD79D.svs,TCGA-G3-A7M8-01Z-00-DX1.5FCC342D-BCBF-4901-85AB-FDF384EDD79D.svs
55,TCGA-CC-A9FU-01Z-00-DX1.DC790527-1973-4609-AB9A-271246B36918.svs,TCGA-G3-AAV2-01Z-00-DX1.3ED62AC3-439B-4971-A710-6BEF87BFF173.svs,TCGA-G3-AAV2-01Z-00-DX1.3ED62AC3-439B-4971-A710-6BEF87BFF173.svs
56,TCGA-CC-A9FV-01Z-00-DX1.CAD4920E-4EE4-45C3-950C-DB2B8A824D28.svs,TCGA-G3-AAV4-01Z-00-DX1.D62F997C-F97A-47FB-BE0D-1A2B18E861A0.svs,TCGA-G3-AAV4-01Z-00-DX1.D62F997C-F97A-47FB-BE0D-1A2B18E861A0.svs
57,TCGA-DD-A114-01Z-00-DX1.2A8C5243-29C4-419D-8FD0-C41D06F22972.svs,TCGA-K7-A6G5-01Z-00-DX1.6681DB17-D11D-40DE-829C-2DB425BD3083.svs,TCGA-K7-A6G5-01Z-00-DX1.6681DB17-D11D-40DE-829C-2DB425BD3083.svs
58,TCGA-DD-A115-01Z-00-DX1.4F34B908-9F29-48E7-A0AD-B12A6D2A46EF.svs,TCGA-MI-A75C-01Z-00-DX1.468BA4AC-A7CB-499C-B98D-C1BEF4AA8867.svs,TCGA-MI-A75C-01Z-00-DX1.468BA4AC-A7CB-499C-B98D-C1BEF4AA8867.svs
59,TCGA-DD-A116-01Z-00-DX1.F6DC69B0-57AB-483D-9087-909B72028803.svs,TCGA-PD-A5DF-01Z-00-DX1.B7E4EDA0-1168-45E4-A18E-5BD247D7DEA6.svs,TCGA-PD-A5DF-01Z-00-DX1.B7E4EDA0-1168-45E4-A18E-5BD247D7DEA6.svs
60,TCGA-DD-A118-01Z-00-DX1.60B26023-8F1C-4373-A5A5-1279162F4076.svs,TCGA-QA-A7B7-01Z-00-DX1.F43A1254-D4C4-4B87-9B66-46AB4DF0D76A.svs,TCGA-QA-A7B7-01Z-00-DX1.F43A1254-D4C4-4B87-9B66-46AB4DF0D76A.svs
61,TCGA-DD-A11A-01Z-00-DX1.C3B8B35E-EA9B-4FC9-BB12-B5DEEA9C42EB.svs,TCGA-RC-A7SB-01Z-00-DX1.2F9AD3F0-68C1-443F-9E4C-47DB92302543.svs,TCGA-RC-A7SB-01Z-00-DX1.2F9AD3F0-68C1-443F-9E4C-47DB92302543.svs
62,TCGA-DD-A11B-01Z-00-DX1.3D7A5BDB-62A3-4938-B6C4-890F7C59283A.svs,TCGA-UB-A7MA-01Z-00-DX1.13804B83-8203-4A32-B8DE-5D1823EEC027.svs,TCGA-UB-A7MA-01Z-00-DX1.13804B83-8203-4A32-B8DE-5D1823EEC027.svs
63,TCGA-DD-A11C-01Z-00-DX1.FBF80337-ED73-4611-8E0F-F3FE8A666DB9.svs,TCGA-UB-A7MF-01Z-00-DX1.BED80F46-51CB-4453-B094-DA6B812D1A1A.svs,TCGA-UB-A7MF-01Z-00-DX1.BED80F46-51CB-4453-B094-DA6B812D1A1A.svs
64,TCGA-DD-A11D-01Z-00-DX1.3D607AE3-3910-406F-8EBA-3C1CDA0D34A6.svs,TCGA-UB-AA0V-01Z-00-DX1.FB59AF14-B425-488D-94FD-E999D4057468.svs,TCGA-UB-AA0V-01Z-00-DX1.FB59AF14-B425-488D-94FD-E999D4057468.svs
65,TCGA-DD-A11D-01Z-00-DX2.9D235FF6-0C1E-4D89-AAAC-DCD6DD9772D1.svs,TCGA-ZS-A9CE-01Z-00-DX1.EA6A0A1F-ACFD-4A6C-A7C4-7CB19EA4BAFB.svs,TCGA-ZS-A9CE-01Z-00-DX1.EA6A0A1F-ACFD-4A6C-A7C4-7CB19EA4BAFB.svs
66,TCGA-DD-A1EA-01Z-00-DX1.7B151113-D27D-44F0-9E58-2046DAA83810.svs,TCGA-ZS-A9CG-01Z-00-DX1.FEF9A55C-9331-469C-9D13-FCB232136024.svs,TCGA-ZS-A9CG-01Z-00-DX1.FEF9A55C-9331-469C-9D13-FCB232136024.svs
67,TCGA-DD-A1EB-01Z-00-DX1.705C4FB1-00CA-4726-9589-1F745FCC9729.svs,,
68,TCGA-DD-A1ED-01Z-00-DX1.FE33AE44-0E41-41D9-91DE-6B24394C7AF8.svs,,
69,TCGA-DD-A1EE-01Z-00-DX1.EC6F7303-3691-4A71-83DC-F04F20E2EEC9.svs,,
70,TCGA-DD-A1EF-01Z-00-DX1.B5029658-F57D-4CD3-BC4D-D7BA5EB33DFB.svs,,
71,TCGA-DD-A1EG-01Z-00-DX1.E43637D2-8DB9-4849-BBCB-D8FC243D7B59.svs,,
72,TCGA-DD-A1EI-01Z-00-DX1.17B89079-68F9-43FD-AFEF-499F39248DA7.svs,,
73,TCGA-DD-A1EJ-01Z-00-DX1.1324C4D5-669E-4168-9F93-01480E2367F3.svs,,
74,TCGA-DD-A1EK-01Z-00-DX1.676881B7-C16A-4097-9859-97B0340A64D1.svs,,
75,TCGA-DD-A1EL-01Z-00-DX1.D9ED1914-414E-4864-8ACF-4FFA2791129E.svs,,
76,TCGA-DD-A39X-01Z-00-DX2.AFC0C74E-529E-4B33-961C-C96AE16C9CFB.svs,,
77,TCGA-DD-A39X-01Z-00-DX1.0EA1A820-244A-42CE-B9AC-51946FA79B07.svs,,
78,TCGA-DD-A39Y-01Z-00-DX1.1E9A1503-77C9-4CF4-9F20-E4A22F95D39E.svs,,
79,TCGA-DD-A39Z-01Z-00-DX1.09A76682-FBCF-4BF8-9A88-B8C89656549B.svs,,
80,TCGA-DD-A3A0-01Z-00-DX1.F5B93743-1D58-483C-9EF4-6F3FE06D0A0C.svs,,
81,TCGA-DD-A3A1-01Z-00-DX1.B836DA77-CAB4-4991-91A6-A1D46C7C1E99.svs,,
82,TCGA-DD-A3A2-01Z-00-DX1.19C972E3-0FE2-4E70-98FD-8B35FA3E1B19.svs,,
83,TCGA-DD-A3A4-01Z-00-DX1.A79D22BF-3D01-47F8-BFDC-E761FED7A663.svs,,
84,TCGA-DD-A3A5-01Z-00-DX1.F0D4C0AA-30C3-4954-9367-A63D9E68D2C9.svs,,
85,TCGA-DD-A3A6-01Z-00-DX1.FCF4A7E7-A0F9-4B5D-B751-D990703EA261.svs,,
86,TCGA-DD-A3A7-01Z-00-DX1.06874442-70F2-4A3D-BF0D-BD8DC1F13A75.svs,,
87,TCGA-DD-A3A8-01Z-00-DX1.94F0BAEE-80BC-4B2D-AA75-63EE77100A7E.svs,,
88,TCGA-DD-A3A9-01Z-00-DX1.BC4A83DE-516A-4C64-9E86-834E8CFD6135.svs,,
89,TCGA-DD-A4NA-01Z-00-DX1.A193ECEA-57FB-4313-9D45-47509B1B502E.svs,,
90,TCGA-DD-A4ND-01Z-00-DX1.55D61F34-B93A-4555-8348-3EDD40B01066.svs,,
91,TCGA-DD-A4NE-01Z-00-DX1.9BF7F661-E703-4A85-88F2-D6631E9746FE.svs,,
92,TCGA-DD-A4NG-01Z-00-DX1.820CDD76-6463-43A2-92E5-152BF4B5D7A2.svs,,
93,TCGA-DD-A4NH-01Z-00-DX1.CBB24A69-786B-4979-8140-D194A9EEDFF1.svs,,
94,TCGA-DD-A4NI-01Z-00-DX1.832FA415-8AEA-4D73-B073-D6D105CDCEFB.svs,,
95,TCGA-DD-A4NI-01Z-00-DX2.B64DFCB6-8417-4EEF-ACB9-3CAB61D6C50D.svs,,
96,TCGA-DD-A4NJ-01Z-00-DX1.93D04C1F-3035-4817-9123-5D3523027D4B.svs,,
97,TCGA-DD-A4NK-01Z-00-DX1.4FC242C7-5026-4400-8D8D-7BE954A6DE1E.svs,,
98,TCGA-DD-A4NL-01Z-00-DX1.70001978-79E2-4831-A2D4-DF666BBE1B09.svs,,
99,TCGA-DD-A4NN-01Z-00-DX1.B73D4671-5413-478E-951D-731EBC75659F.svs,,
100,TCGA-DD-A4NO-01Z-00-DX1.0418E7E0-F1C0-421A-A8B2-5E7B15439A6C.svs,,
101,TCGA-DD-A4NP-01Z-00-DX1.C47D2F15-02F1-4AF2-AB9C-FAEBEC6F754B.svs,,
102,TCGA-DD-A4NQ-01Z-00-DX1.1D6755EB-58D5-4AA1-ADF4-1EC52B2B3337.svs,,
103,TCGA-DD-A4NR-01Z-00-DX1.8C4F2D2B-8B71-40F3-BA87-9B6360C526D3.svs,,
104,TCGA-DD-A4NS-01Z-00-DX1.693CDBAD-EB24-4781-9FB5-DC08E0C8D847.svs,,
105,TCGA-DD-A4NV-01Z-00-DX1.E8306B87-3CBA-4FF8-90B2-9404CBF8941B.svs,,
106,TCGA-DD-A73B-01Z-00-DX2.F113B65F-8273-4469-87CF-C0CF5637D530.svs,,
107,TCGA-DD-A73C-01Z-00-DX2.616264EE-93CE-4E2F-A4DA-1CD3663A4F3C.svs,,
108,TCGA-DD-A73D-01Z-00-DX2.2492EB08-62D6-41F7-A612-4982F5360C64.svs,,
109,TCGA-DD-A73E-01Z-00-DX2.B2A1AD8B-0875-4684-9A60-1E9F3CE89BA8.svs,,
110,TCGA-DD-A73G-01Z-00-DX2.66AD1B8B-5228-48D9-B77B-F4C4063B850D.svs,,
111,TCGA-DD-A73G-01Z-00-DX3.4FB46D36-E67A-4F82-B468-D4AD35C0018C.svs,,
112,TCGA-DD-AA3A-01Z-00-DX1.5824BEE6-2E87-42F7-929B-AFD9C4CA2284.svs,,
113,TCGA-DD-AAC9-01Z-00-DX1.825DEDA1-1E85-4D59-80B6-21F15E9A388C.svs,,
114,TCGA-DD-AACB-01Z-00-DX1.D4A7846E-8B38-4FBA-BAB3-BDAF2EC84E9E.svs,,
115,TCGA-DD-AACC-01Z-00-DX1.5B3061BB-6716-4253-8510-4D553CBF58A9.svs,,
116,TCGA-DD-AACE-01Z-00-DX1.4453C653-575E-4743-8B16-19322B898922.svs,,
117,TCGA-DD-AACF-01Z-00-DX1.BD96578C-CE52-4FFB-A320-00A2C6C1596B.svs,,
118,TCGA-DD-AACG-01Z-00-DX1.7B625854-0DEF-4CD1-9D01-EE685671DE84.svs,,
