,train,val,test
11,TCGA-IG-A3YB-01Z-00-DX1.0A532E4E-E84D-4787-8218-AC38B30B2A96.svs,TCGA-JY-A93E-01Z-00-DX1.ECCA983B-C9EE-4074-A288-A35129C0E0EB.svs,TCGA-JY-A93E-01Z-00-DX1.ECCA983B-C9EE-4074-A288-A35129C0E0EB.svs
12,TCGA-IG-A3YC-01Z-00-DX1.71785237-8DA6-4034-9CDA-9BE227D53A49.svs,TCGA-JY-A93F-01Z-00-DX1.8DCF766B-0B3F-4B4C-8FD3-8378BECD2C9C.svs,TCGA-JY-A93F-01Z-00-DX1.8DCF766B-0B3F-4B4C-8FD3-8378BECD2C9C.svs
13,TCGA-IG-A4QT-01Z-00-DX1.0D12438B-B44B-434B-AFA0-9C22F8DB1EE9.svs,TCGA-L5-A4OW-01Z-00-DX1.BA40D477-007A-40BE-B37B-5228C65EED42.svs,TCGA-L5-A4OW-01Z-00-DX1.BA40D477-007A-40BE-B37B-5228C65EED42.svs
14,TCGA-IG-A51D-01Z-00-DX1.46951C8F-2583-4511-8A6E-E815F5EED0BC.svs,TCGA-L7-A6VZ-01Z-00-DX1.D59C4B04-7660-4FDC-B96E-9564D0327293.svs,TCGA-L7-A6VZ-01Z-00-DX1.D59C4B04-7660-4FDC-B96E-9564D0327293.svs
15,TCGA-IG-A5B8-01Z-00-DX1.3FC85163-3C6F-4D39-A0EC-BB5C59CE2AC3.svs,TCGA-LN-A49M-01Z-00-DX1.3D8240BD-2689-4CBB-83E9-A83959F948AE.svs,TCGA-LN-A49M-01Z-00-DX1.3D8240BD-2689-4CBB-83E9-A83959F948AE.svs
16,TCGA-IG-A5S3-01Z-00-DX1.2410F826-855B-41CD-ADC1-25BECB2A801C.svs,TCGA-LN-A49N-01Z-00-DX1.C7A5E9C8-51EC-4BDE-93EB-208FE221DEF6.svs,TCGA-LN-A49N-01Z-00-DX1.C7A5E9C8-51EC-4BDE-93EB-208FE221DEF6.svs
17,TCGA-IG-A6QS-01Z-00-DX1.F8F804CA-97FA-4941-BB0A-1E651424E009.svs,TCGA-LN-A49V-01Z-00-DX1.FD93D99F-F318-4D08-9E0C-CF17455529F3.svs,TCGA-LN-A49V-01Z-00-DX1.FD93D99F-F318-4D08-9E0C-CF17455529F3.svs
18,TCGA-IG-A7DP-01Z-00-DX1.81A5A30F-6979-4DC1-A2D5-250EC5E42C4C.svs,TCGA-LN-A7HZ-01Z-00-DX1.3B2E3D05-6241-4938-B900-23F510714046.svs,TCGA-LN-A7HZ-01Z-00-DX1.3B2E3D05-6241-4938-B900-23F510714046.svs
19,TCGA-IG-A8O2-01Z-00-DX1.FABD0323-82D9-44F2-87B5-E5A93FEB64DE.svs,TCGA-LN-A9FR-01Z-00-DX1.48C8807A-3EE8-4863-9A73-BA53047621B8.svs,TCGA-LN-A9FR-01Z-00-DX1.48C8807A-3EE8-4863-9A73-BA53047621B8.svs
20,TCGA-IG-A97I-01Z-00-DX1.3C27B8C0-A346-4B05-98EF-6470C91F57BC.svs,TCGA-S8-A6BV-01Z-00-DX1.F9237F35-CEFE-4F00-83F8-9E330E8F3195.svs,TCGA-S8-A6BV-01Z-00-DX1.F9237F35-CEFE-4F00-83F8-9E330E8F3195.svs
21,TCGA-JY-A6F8-01Z-00-DX1.0AA9B993-9DFA-431D-9FA4-1EEDAB3CDA1C.svs,TCGA-VR-A8EO-01Z-00-DX1.34D04FE6-3C6B-4F9B-8A89-3A3AAC25205B.svs,TCGA-VR-A8EO-01Z-00-DX1.34D04FE6-3C6B-4F9B-8A89-3A3AAC25205B.svs
22,TCGA-JY-A6FB-01Z-00-DX1.8BCAB739-0AEE-41C1-B45B-07C615677DBB.svs,TCGA-VR-A8ER-01Z-00-DX1.E0C2826D-B269-4F75-B6CF-CAEA9D1D8F38.svs,TCGA-VR-A8ER-01Z-00-DX1.E0C2826D-B269-4F75-B6CF-CAEA9D1D8F38.svs
23,TCGA-JY-A6FD-01Z-00-DX1.9AD5430C-5B26-44F0-82FB-005436F5ABE6.svs,TCGA-VR-A8EX-01Z-00-DX1.66139610-382F-4E5E-8B27-4532DC866BA8.svs,TCGA-VR-A8EX-01Z-00-DX1.66139610-382F-4E5E-8B27-4532DC866BA8.svs
24,TCGA-JY-A6FE-01Z-00-DX1.BB3951AD-AA8D-4B2A-86E5-E0C4AA90E7AC.svs,TCGA-VR-A8EY-01Z-00-DX1.DD6ABA23-88BF-4D66-B405-EC889D25029B.svs,TCGA-VR-A8EY-01Z-00-DX1.DD6ABA23-88BF-4D66-B405-EC889D25029B.svs
25,TCGA-JY-A6FG-01Z-00-DX1.955E1D71-77E6-41A1-9283-949290A82DB4.svs,TCGA-VR-A8Q7-01Z-00-DX1.A85EC6C9-A5F4-4497-BFA0-9FE10A0E9A37.svs,TCGA-VR-A8Q7-01Z-00-DX1.A85EC6C9-A5F4-4497-BFA0-9FE10A0E9A37.svs
26,TCGA-JY-A938-01Z-00-DX1.FC986FA6-0279-469C-B31D-2BEFB4A6DED4.svs,TCGA-VR-AA4G-01Z-00-DX1.B12AF4D6-E63D-464A-A101-D3B43A84B2EB.svs,TCGA-VR-AA4G-01Z-00-DX1.B12AF4D6-E63D-464A-A101-D3B43A84B2EB.svs
27,TCGA-JY-A939-01Z-00-DX1.BD1BA160-929F-442B-8080-71B2725A7ED1.svs,,
28,TCGA-JY-A93C-01Z-00-DX1.5827ADD2-796F-4CC1-AEBA-B87FDF529FC6.svs,,
29,TCGA-JY-A93D-01Z-00-DX1.14D17584-237D-4197-AC50-F8293D576445.svs,,
30,TCGA-KH-A6WC-01Z-00-DX1.3F29FCD8-7176-41F0-93D2-66A1628389AA.svs,,
31,TCGA-L5-A43E-01Z-00-DX1.03B10F6C-C211-4357-941C-6414D0DA5335.svs,,
32,TCGA-L5-A43H-01Z-00-DX1.05652837-4FDF-4A30-80FF-C942FB9C62D9.svs,,
33,TCGA-L5-A43J-01Z-00-DX1.9416C31D-C72C-4665-9345-7AE1395F4B86.svs,,
34,TCGA-L5-A4OG-01Z-00-DX1.3C731688-D9DA-4F83-97E9-F59D00CAE280.svs,,
35,TCGA-L5-A4OH-01Z-00-DX1.B9DC5CD0-7ACD-4D73-BEF6-98191228FB78.svs,,
36,TCGA-L5-A4OI-01Z-00-DX1.1F7F53B3-17E7-48D2-AF41-51694EEB14F7.svs,,
37,TCGA-L5-A4OJ-01Z-00-DX1.585AE027-2DE4-433C-B7B4-0C632DFA5C05.svs,,
38,TCGA-L5-A4OM-01Z-00-DX1.09D4AD58-654C-495D-BD03-4973977E50EE.svs,,
39,TCGA-L5-A4ON-01Z-00-DX1.0C8EF68C-AA46-42E3-9F14-01AF78077DB3.svs,,
40,TCGA-L5-A4OO-01Z-00-DX1.5F07DBD8-E809-4442-BE86-A30FB7D811AF.svs,,
41,TCGA-L5-A4OP-01Z-00-DX1.D56B7379-2BC1-459A-90A7-EF0502CD29CD.svs,,
42,TCGA-L5-A4OQ-01Z-00-DX1.644B5159-E8B8-4BC4-94FB-20F449FBBB01.svs,,
43,TCGA-L5-A4OR-01Z-00-DX1.28601695-B5D5-4F93-8336-F378B1E4377C.svs,,
44,TCGA-L5-A4OS-01Z-00-DX1.DB97C677-73CB-49E9-8F0A-216EFFF364EC.svs,,
45,TCGA-L5-A4OT-01Z-00-DX1.23F2765D-7674-49EB-A932-5D63A0A2E551.svs,,
46,TCGA-L5-A4OU-01Z-00-DX1.104C7782-2C80-41ED-9E22-1628AA649A03.svs,,
47,TCGA-L5-A4OX-01Z-00-DX1.44575F16-A28B-4865-BAF2-165DA3A1D4FA.svs,,
48,TCGA-LN-A49K-01Z-00-DX1.CCD96BF7-8659-4B4E-86BD-473654768494.svs,,
49,TCGA-LN-A49L-01Z-00-DX1.AABE0DE6-0AD2-48FA-B65E-70D7B7867FC4.svs,,
50,TCGA-LN-A49O-01Z-00-DX1.AB102F19-2483-4F79-B02C-825E74F3ADD8.svs,,
51,TCGA-LN-A49P-01Z-00-DX1.04569E45-A4D1-49A8-9541-BC33A010D743.svs,,
52,TCGA-LN-A49R-01Z-00-DX1.AD3EE82E-465F-4E6E-8953-342C7F1FD262.svs,,
53,TCGA-LN-A49S-01Z-00-DX1.F9A7F5B3-8E02-4873-B193-EB0056AD286C.svs,,
54,TCGA-LN-A49U-01Z-00-DX1.9596C179-8569-4DF6-B629-010499E25D96.svs,,
55,TCGA-LN-A49W-01Z-00-DX1.3CD875DD-ADDA-4462-AAEA-4C7C2F48A1AA.svs,,
56,TCGA-LN-A49X-01Z-00-DX1.16959B16-CA82-4D8A-BD15-E87FC0095F86.svs,,
57,TCGA-LN-A49Y-01Z-00-DX1.AD2B54DA-A898-4B0F-AD03-6DE728D29465.svs,,
58,TCGA-LN-A4A1-01Z-00-DX1.2EB1225F-0C53-4E2F-82B2-2AB061E99986.svs,,
59,TCGA-LN-A4A2-01Z-00-DX1.41B9C9F4-C350-4FDF-A894-F23DDD6D3898.svs,,
60,TCGA-LN-A4A3-01Z-00-DX1.EFE060DE-C793-45FE-A58D-CD4E5BDDA5BF.svs,,
61,TCGA-LN-A4A4-01Z-00-DX1.2E1ED2F1-0B15-4034-9FD5-5CA85F72313A.svs,,
62,TCGA-LN-A4A5-01Z-00-DX1.375EC417-663F-4E58-9369-C50BD2385C20.svs,,
63,TCGA-LN-A4A6-01Z-00-DX1.643DDC8E-17D7-4939-ACE7-438CC2A1BD22.svs,,
64,TCGA-LN-A4A8-01Z-00-DX1.280E90F4-59A9-4F8F-B66A-64605DCF487A.svs,,
65,TCGA-LN-A4A9-01Z-00-DX1.CBDA561C-875D-4F3B-A62F-3B4C4E550261.svs,,
66,TCGA-LN-A4MQ-01Z-00-DX1.72CA5EC0-771F-4A7B-900D-B7190F2472DD.svs,,
67,TCGA-LN-A4MR-01Z-00-DX1.A27F1932-A134-48AE-ACB5-9A1C2EF823A9.svs,,
68,TCGA-LN-A5U5-01Z-00-DX1.750F8DA5-7A2C-44EB-8569-5EBEB27D0D67.svs,,
69,TCGA-LN-A5U6-01Z-00-DX1.BAB38CCA-4C38-4143-8F53-54FD5186DDF3.svs,,
70,TCGA-LN-A5U7-01Z-00-DX1.9397E01B-C88B-4A79-A09A-DBCF65BBADBB.svs,,
71,TCGA-LN-A7HV-01Z-00-DX1.8A6F7162-CB6C-4419-B125-4E28B4676E57.svs,,
72,TCGA-LN-A7HW-01Z-00-DX1.1CF677F4-793B-4437-A7C9-283D62576306.svs,,
73,TCGA-LN-A7HX-01Z-00-DX1.662C89FB-50E2-4E48-8C2D-2EA34BC7F25C.svs,,
74,TCGA-LN-A7HY-01Z-00-DX1.AEEADA09-F984-4A4D-93BD-B5FA02E3E743.svs,,
75,TCGA-LN-A8HZ-01Z-00-DX1.EA3875B4-BB87-47F9-9976-86B9EDA2D47B.svs,,
76,TCGA-LN-A8I0-01Z-00-DX1.E0DEE648-0979-4F35-9D97-E5D894613813.svs,,
77,TCGA-LN-A8I1-01Z-00-DX1.F2C4FBC3-1FFA-45E9-9483-C3F1B2B7EF2D.svs,,
78,TCGA-LN-A9FO-01Z-00-DX1.E8183919-40B9-4CF2-BC78-00B8C3E6C2C3.svs,,
79,TCGA-LN-A9FP-01Z-00-DX1.20A2C8DC-95FE-4627-B2FD-78CD95CB1093.svs,,
80,TCGA-LN-A9FQ-01Z-00-DX1.677D150F-7023-40E6-AB99-39CFA35DA23F.svs,,
81,TCGA-M9-A5M8-01Z-00-DX1.022A7D17-2C98-41D3-9DC9-59BDF661CB35.svs,,
82,TCGA-Q9-A6FU-01Z-00-DX1.26F7FAF0-D839-42B9-BE7A-6B16008A1AE5.svs,,
83,TCGA-Q9-A6FW-01Z-00-DX1.E68929C9-0B9F-4292-9622-D2BF6A951410.svs,,
84,TCGA-R6-A8W5-01Z-00-DX1.DD3F48D7-3C8E-4468-BB2F-797F2F0FCB7B.svs,,
85,TCGA-RE-A7BO-01Z-00-DX1.E6F76917-D416-420D-A3A7-A89576B22D01.svs,,
86,TCGA-S8-A6BW-01Z-00-DX1.3DD9D2C3-73C9-4B9C-9491-5A438A9DE2C0.svs,,
87,TCGA-V5-A7RE-01Z-00-DX1.71360DC3-F66C-4C4D-86CA-7964D56974FB.svs,,
88,TCGA-V5-AASV-01Z-00-DX2.718FD821-E782-4388-83CB-A5E666AF66B1.svs,,
89,TCGA-V5-AASV-01Z-00-DX1.033F6EB7-BC3B-4AEC-A940-074D91AF984B.svs,,
90,TCGA-VR-A8EP-01Z-00-DX1.90476E9D-D574-4559-A07E-B360360902C6.svs,,
91,TCGA-VR-A8EQ-01Z-00-DX1.95A03B88-63AB-4432-8D4A-B4B73D8ACEDD.svs,,
92,TCGA-VR-A8ET-01Z-00-DX1.D9A85EDA-4258-4762-B894-8F7F1E30CEF6.svs,,
93,TCGA-VR-A8EU-01Z-00-DX1.EB679D42-1505-4220-83BD-0D5B51F42EE6.svs,,
94,TCGA-VR-A8EW-01Z-00-DX1.1422DA1B-9867-4A6F-A0D6-0692230B7734.svs,,
95,TCGA-VR-A8EZ-01Z-00-DX1.A76DB954-BA0F-48BB-868F-6A40327C85C1.svs,,
96,TCGA-VR-AA4D-01Z-00-DX1.1267B1EC-1EBB-46AE-9AA3-9162F5559862.svs,,
97,TCGA-VR-AA7B-01Z-00-DX1.2C59E44A-5691-4193-8970-774591B83CC9.svs,,
98,TCGA-VR-AA7D-01Z-00-DX1.AD494B8B-A938-4C8A-8795-5505B9261F82.svs,,
99,TCGA-VR-AA7I-01Z-00-DX1.E6041279-0D79-4CDE-B983-44158247726D.svs,,
100,TCGA-XP-A8T6-01Z-00-DX1.DCDFC952-BDFE-45AB-A50A-FC1F649E0B5E.svs,,
101,TCGA-XP-A8T7-01Z-00-DX1.D9AF7974-B595-46C7-8143-D6709F2651BE.svs,,
102,TCGA-XP-A8T8-01Z-00-DX1.90E0B853-A751-4D13-B1D0-676754177C28.svs,,
103,TCGA-Z6-A8JD-01Z-00-DX1.6BB5BC5F-B96F-4548-96E8-84891F36B0B3.svs,,
104,TCGA-Z6-A8JE-01Z-00-DX1.A8C43EAD-0CDD-4803-8348-6E7B158C85C5.svs,,
105,TCGA-Z6-A9VB-01Z-00-DX1.D35A32ED-DFEE-4070-9542-F91726BDB6A2.svs,,
106,TCGA-Z6-AAPN-01Z-00-DX1.345F7431-CD48-40DB-89D6-A419E5BA1679.svs,,
107,TCGA-ZR-A9CJ-01Z-00-DX1.4A1AE826-FB78-4DD3-8814-570CE0E186AE.svs,,
