,train,val,test
41,TCGA-D3-A51K-06Z-00-DX1.CBDB017A-31B3-430E-B69B-5789F79504B2.svs,TCGA-EE-A2GU-01Z-00-DX1.72DD2321-B321-4A18-88FF-04B179B4C297.svs,TCGA-EE-A2GU-01Z-00-DX1.72DD2321-B321-4A18-88FF-04B179B4C297.svs
42,TCGA-D3-A51N-06Z-00-DX1.D5CB4EEA-2764-438F-ABAF-F875559F9CBC.svs,TCGA-EE-A2ME-01Z-00-DX1.E7D69A52-3A0D-4001-8EA5-57100083550D.svs,TCGA-EE-A2ME-01Z-00-DX1.E7D69A52-3A0D-4001-8EA5-57100083550D.svs
43,TCGA-D3-A51R-06Z-00-DX1.F4B5C1BD-2982-4041-A8F8-3F1E7EB7FFEE.svs,TCGA-EE-A2MK-01Z-00-DX1.3A8F8407-BA89-46E6-9591-90A1CABD6E21.svs,TCGA-EE-A2MK-01Z-00-DX1.3A8F8407-BA89-46E6-9591-90A1CABD6E21.svs
44,TCGA-D3-A51T-06Z-00-DX1.90803497-46D5-4967-91D3-CB294605772E.svs,TCGA-EE-A2ML-01Z-00-DX1.5AB5178E-7A4D-453D-929C-CB00C7D6868E.svs,TCGA-EE-A2ML-01Z-00-DX1.5AB5178E-7A4D-453D-929C-CB00C7D6868E.svs
45,TCGA-D3-A5GL-06Z-00-DX1.94EB7EB4-7906-4D03-BBF3-D25BD7517D91.svs,TCGA-EE-A2MQ-01Z-00-DX1.9EDA37BD-21FD-4CED-8375-5D8FFD2D6CA0.svs,TCGA-EE-A2MQ-01Z-00-DX1.9EDA37BD-21FD-4CED-8375-5D8FFD2D6CA0.svs
46,TCGA-D3-A5GO-06Z-00-DX1.DF1F3837-B866-40F4-B2E7-244F94DD0065.svs,TCGA-EE-A2MS-06Z-00-DX1.76FF55CE-10D0-4A93-AB1D-81AFB910410B.svs,TCGA-EE-A2MS-06Z-00-DX1.76FF55CE-10D0-4A93-AB1D-81AFB910410B.svs
47,TCGA-D3-A5GR-06Z-00-DX1.5621C88A-0C9E-47D9-8458-A473B7BD28B7.svs,TCGA-EE-A3AA-01Z-00-DX1.8AAA0943-A542-4FA7-A649-AD79CEE24458.svs,TCGA-EE-A3AA-01Z-00-DX1.8AAA0943-A542-4FA7-A649-AD79CEE24458.svs
48,TCGA-D3-A5GS-06Z-00-DX1.CA7E245E-86F6-4FB4-9BF9-BD8846FB023A.svs,TCGA-EE-A3AC-01Z-00-DX1.88164694-3D29-4D4F-AFF1-8E8425FA7A56.svs,TCGA-EE-A3AC-01Z-00-DX1.88164694-3D29-4D4F-AFF1-8E8425FA7A56.svs
49,TCGA-D3-A5GU-06Z-00-DX1.17B59BCE-262E-4575-ABDE-7F01BDAEAF1E.svs,TCGA-EE-A3AG-01Z-00-DX1.75BA8FFE-82A0-4FE0-B538-2451561DA164.svs,TCGA-EE-A3AG-01Z-00-DX1.75BA8FFE-82A0-4FE0-B538-2451561DA164.svs
50,TCGA-D3-A8GB-06Z-00-DX1.F5670C04-A846-4214-AE1A-9B75015F09A7.svs,TCGA-EE-A3J3-01Z-00-DX1.E6FE9C79-136B-4032-8406-549E5733FB3D.svs,TCGA-EE-A3J3-01Z-00-DX1.E6FE9C79-136B-4032-8406-549E5733FB3D.svs
51,TCGA-D3-A8GC-06Z-00-DX1.F46C95E6-FF24-431F-9E86-1C29CE71524D.svs,TCGA-ER-A196-01Z-00-DX1.54FAFEC7-851D-4D8A-9F25-B334F52548D4.svs,TCGA-ER-A196-01Z-00-DX1.54FAFEC7-851D-4D8A-9F25-B334F52548D4.svs
52,TCGA-D3-A8GD-06Z-00-DX1.77C57515-41B8-4ACF-A205-6199D568AC19.svs,TCGA-ER-A19D-01Z-00-DX1.14682B98-9080-48C5-96D0-C4678456D80D.svs,TCGA-ER-A19D-01Z-00-DX1.14682B98-9080-48C5-96D0-C4678456D80D.svs
53,TCGA-D3-A8GE-06Z-00-DX1.757AE9F7-823E-4167-B12C-F6DA031B21D1.svs,TCGA-ER-A19K-01Z-00-DX1.C7AAFCAE-F735-43A7-958A-EF162BAECB77.svs,TCGA-ER-A19K-01Z-00-DX1.C7AAFCAE-F735-43A7-958A-EF162BAECB77.svs
54,TCGA-D3-A8GI-06Z-00-DX1.CF5E4553-D092-40DD-A610-A1879563C4AC.svs,TCGA-ER-A19M-01Z-00-DX1.7136F73C-8013-4A84-80C9-A7C9191BEBF1.svs,TCGA-ER-A19M-01Z-00-DX1.7136F73C-8013-4A84-80C9-A7C9191BEBF1.svs
55,TCGA-D3-A8GJ-06Z-00-DX1.E4BCDD38-3A8B-4CBF-BE4F-918F56B4BAE7.svs,TCGA-ER-A2NG-01Z-00-DX1.35B12E55-502A-4B87-A681-629A63AEC447.svs,TCGA-ER-A2NG-01Z-00-DX1.35B12E55-502A-4B87-A681-629A63AEC447.svs
56,TCGA-D3-A8GL-06Z-00-DX1.B99BBB77-08A8-4B5C-B1DF-7CB5416CEFF1.svs,TCGA-ER-A3EV-01Z-00-DX1.295FE0BC-4BCC-4950-A671-01A49FE10185.svs,TCGA-ER-A3EV-01Z-00-DX1.295FE0BC-4BCC-4950-A671-01A49FE10185.svs
57,TCGA-D3-A8GM-06Z-00-DX1.70B7B587-81C9-472A-8E31-71D3892156BA.svs,TCGA-FR-A8YE-06Z-00-DX1.3B3CEEB1-86BF-4B7D-A6B8-5421552F6CCB.svs,TCGA-FR-A8YE-06Z-00-DX1.3B3CEEB1-86BF-4B7D-A6B8-5421552F6CCB.svs
58,TCGA-D3-A8GN-06Z-00-DX1.B946963A-067D-4823-878C-DB46EC2ACAEF.svs,TCGA-FW-A3R5-01Z-00-DX1.701DF0D8-5D3A-4FEA-BA55-0F8CB3961E81.svs,TCGA-FW-A3R5-01Z-00-DX1.701DF0D8-5D3A-4FEA-BA55-0F8CB3961E81.svs
59,TCGA-D3-A8GP-06Z-00-DX1.8A2ADCC2-6D4A-42D7-8E11-FEC7FADD0659.svs,TCGA-GF-A6C8-06Z-00-DX1.9388CB1A-BF64-4CE8-AAC3-E565FFA90114.svs,TCGA-GF-A6C8-06Z-00-DX1.9388CB1A-BF64-4CE8-AAC3-E565FFA90114.svs
60,TCGA-D3-A8GQ-06Z-00-DX1.5D8925EC-7571-4842-8763-0D8077D2FC68.svs,TCGA-GN-A26A-06Z-00-DX1.2294E1F5-CAE6-459C-A27C-04235DAA77C6.svs,TCGA-GN-A26A-06Z-00-DX1.2294E1F5-CAE6-459C-A27C-04235DAA77C6.svs
61,TCGA-D3-A8GS-06Z-00-DX1.132335B1-2575-46E0-947E-7E01E8D52A8A.svs,TCGA-GN-A4U5-01Z-00-DX1.809E353D-07E7-4AC7-9ABD-8D59E59E4897.svs,TCGA-GN-A4U5-01Z-00-DX1.809E353D-07E7-4AC7-9ABD-8D59E59E4897.svs
62,TCGA-D3-A8GV-06Z-00-DX1.55C6D578-36A6-474B-8DD5-F8FFD41635B6.svs,TCGA-GN-A4U7-06Z-00-DX1.4323B2C4-AFC3-454E-AD19-52A52D2636FA.svs,TCGA-GN-A4U7-06Z-00-DX1.4323B2C4-AFC3-454E-AD19-52A52D2636FA.svs
63,TCGA-D9-A3Z3-06Z-00-DX1.C4820632-C64D-4661-94DD-9F27F75519C3.svs,TCGA-RP-A693-01Z-00-DX1.5ED851A8-8E45-488A-878C-58B1E9395CC0.svs,TCGA-RP-A693-01Z-00-DX1.5ED851A8-8E45-488A-878C-58B1E9395CC0.svs
64,TCGA-D9-A3Z3-06Z-00-DX2.E2C62CF8-CFC4-4315-B14A-59ABD0A8B959.svs,TCGA-W3-AA1Q-01Z-00-DX1.EC1690AB-35AD-47EE-BD1C-8C6C56715B75.svs,TCGA-W3-AA1Q-01Z-00-DX1.EC1690AB-35AD-47EE-BD1C-8C6C56715B75.svs
65,TCGA-D9-A4Z2-01Z-00-DX1.0A277A05-ADB5-442B-BBB7-6914B829C66C.svs,TCGA-W3-AA21-01Z-00-DX1.F98BD7BF-31DD-4E2B-87D6-B761D01972CA.svs,TCGA-W3-AA21-01Z-00-DX1.F98BD7BF-31DD-4E2B-87D6-B761D01972CA.svs
66,TCGA-D9-A4Z3-01Z-00-DX1.DD40CC06-5F33-4C8D-BE76-80189D969EBE.svs,TCGA-WE-A8JZ-06Z-00-DX1.071CA5D6-D02C-4B69-AFA8-A43654FECAEA.svs,TCGA-WE-A8JZ-06Z-00-DX1.071CA5D6-D02C-4B69-AFA8-A43654FECAEA.svs
67,TCGA-D9-A4Z5-01Z-00-DX1.88AC8735-B520-4FCE-BC0B-AA6A611CE2D7.svs,TCGA-WE-A8K5-06Z-00-DX1.88DA18DD-8CB6-4214-97C8-CCE566619649.svs,TCGA-WE-A8K5-06Z-00-DX1.88DA18DD-8CB6-4214-97C8-CCE566619649.svs
68,TCGA-D9-A4Z6-06Z-00-DX1.9AE8803C-4560-4E79-97A8-0CD6DA1890DC.svs,TCGA-WE-A8ZN-06Z-00-DX1.9134D58D-8DE3-4310-9E0E-8095CF3FDA6C.svs,TCGA-WE-A8ZN-06Z-00-DX1.9134D58D-8DE3-4310-9E0E-8095CF3FDA6C.svs
69,TCGA-D9-A6E9-01Z-00-DX1.A28F9E6C-2200-47D0-BA68-CD34F6EB52C2.svs,TCGA-WE-AAA0-06Z-00-DX1.32141783-F374-42AC-A8EA-477B2DB14923.svs,TCGA-WE-AAA0-06Z-00-DX1.32141783-F374-42AC-A8EA-477B2DB14923.svs
70,TCGA-D9-A6EA-01Z-00-DX1.4EC8653B-A344-4F8F-9B5D-17B9FF444DC0.svs,,
71,TCGA-D9-A6EC-01Z-00-DX1.5F4CB042-C371-44FA-9653-EDB218C6733D.svs,,
72,TCGA-DA-A1HW-01Z-00-DX1.5AB192DF-B8F9-47D2-96CC-3831E73BD640.svs,,
73,TCGA-DA-A1HY-01Z-00-DX1.937DA5C0-00AB-409E-AB57-5B7B41ECC2EB.svs,,
74,TCGA-DA-A1I0-01Z-00-DX1.B33CFE4A-EB0F-4D5A-B155-A5089EBD2A06.svs,,
75,TCGA-DA-A1I1-01Z-00-DX1.08A88C76-48C4-4724-AF64-24F99B7D33AD.svs,,
76,TCGA-DA-A1I2-01Z-00-DX1.C1001885-ABFE-47B6-A49A-AD118D4FB619.svs,,
77,TCGA-DA-A1I4-01Z-00-DX1.F88976CE-0707-47C8-8625-13D5D6F27594.svs,,
78,TCGA-DA-A1I5-01Z-00-DX1.ECAD6ABE-503B-4C8F-A964-EDACB5A01C60.svs,,
79,TCGA-DA-A1I7-01Z-00-DX1.EC6BB67F-9AEF-47EA-AF5D-508352639DD4.svs,,
80,TCGA-DA-A1I8-01Z-00-DX1.1810EF35-B886-4944-A5F8-35C760B31DE3.svs,,
81,TCGA-DA-A1IA-01Z-00-DX1.5EC9E887-49D4-414D-B1AA-45EDCA84DA1A.svs,,
82,TCGA-DA-A1IB-01Z-00-DX1.4D07114F-A581-4AEE-BB40-BBBA3DFF58FE.svs,,
83,TCGA-DA-A3F2-01Z-00-DX1.49266E6B-AC10-41E8-B51A-7A2939535C05.svs,,
84,TCGA-DA-A3F3-01Z-00-DX1.8F546F95-2071-41E5-A0D4-66AB7B46DCFD.svs,,
85,TCGA-DA-A3F5-01Z-00-DX1.DE4D3676-4F83-4076-AA6C-24D4C62DD9A0.svs,,
86,TCGA-DA-A3F8-01Z-00-DX1.ACE3310A-0BB5-4243-82EF-92CABB53830C.svs,,
87,TCGA-DA-A95V-01Z-00-DX1.E6E283D5-9367-4360-A6FD-100B6E9729BE.svs,,
88,TCGA-DA-A95W-01Z-00-DX1.8E28AD5A-F851-47A6-835D-A0F3DA1DFCE3.svs,,
89,TCGA-DA-A95Y-01Z-00-DX1.BC48F57E-39E1-4DBE-B497-94BCF5E242E7.svs,,
90,TCGA-DA-A95Z-01Z-00-DX1.E34FE26D-097D-4469-8ED3-5AA2EA346033.svs,,
91,TCGA-EB-A1NK-01Z-00-DX1.655D7734-ADAD-4F3E-A82B-0C24EB6C9E79.svs,,
92,TCGA-EB-A299-01Z-00-DX1.22F1489B-6A55-411D-816B-C5DFD1A7BE52.svs,,
93,TCGA-EB-A3HV-01Z-00-DX1.5DBE221C-26F1-4570-90CB-74F06CF96567.svs,,
94,TCGA-EB-A3XB-01Z-00-DX1.65EB6648-0EA6-4010-8B71-DE9FF803B1A7.svs,,
95,TCGA-EB-A3XC-01Z-00-DX1.F50679D7-D525-4F20-980F-AF43D7E9EBE6.svs,,
96,TCGA-EB-A3XD-01Z-00-DX1.B0C8A3FE-21A5-4807-9343-0BFD9DFCA458.svs,,
97,TCGA-EB-A3XE-01Z-00-DX1.DC27C8AE-FA5B-438A-8C90-B5E66E9F489C.svs,,
98,TCGA-EB-A3Y6-01Z-00-DX1.95CD1743-DDC4-4ABF-8C48-1C93FEA54D13.svs,,
99,TCGA-EB-A3Y7-01Z-00-DX1.4F5C0668-96CD-4614-9A22-B2A29FB7838C.svs,,
100,TCGA-EB-A41A-01Z-00-DX1.76C495EA-698C-465C-B2FA-5AF9269CED6C.svs,,
101,TCGA-EB-A41B-01Z-00-DX1.68B1C834-C7AD-43FE-AAB9-AE560C649834.svs,,
102,TCGA-EB-A42Z-01Z-00-DX1.FD9A9A45-2333-43FB-A9F4-E429CDD8E8AF.svs,,
103,TCGA-EB-A430-01Z-00-DX1.96CA9E52-03F0-4565-959D-B9BB5F95EB9D.svs,,
104,TCGA-EB-A431-01Z-00-DX1.9D1E5A19-63AE-48C4-B478-357DCCC1EB70.svs,,
105,TCGA-EB-A44N-01Z-00-DX1.C36462FD-3059-4652-9E6B-2BE0B2CBC9BF.svs,,
106,TCGA-EB-A44P-01Z-00-DX1.717C3DBF-9CC2-425F-8CEA-15CD5BF28225.svs,,
107,TCGA-EB-A44Q-01Z-00-DX1.E7EA9878-E2B1-4768-8157-4459BDE753F0.svs,,
108,TCGA-EB-A44R-01Z-00-DX1.248EF261-D351-4278-B689-79947A8125DC.svs,,
109,TCGA-EB-A4IS-01Z-00-DX1.4012788D-5127-4471-AED3-0D3E29CFC4B1.svs,,
110,TCGA-EB-A4OY-01Z-00-DX1.F52614E1-FD7A-48A9-986C-09D471FDF203.svs,,
111,TCGA-EB-A4OZ-01Z-00-DX1.1E6DD3CF-EEAB-4EA7-9386-2E0044EBEEC5.svs,,
112,TCGA-EB-A4P0-01Z-00-DX1.9B525DEA-619A-43B6-B9C4-BB98511DEE56.svs,,
